caoba,f. Árbol de de la familia de las meliáceas que alcanza unos m de altura con tronco recto y grueso hojas compuestas flores pequeñas y blancas en panoja colgante y fruto capsular leñoso semejante a un huevo de pava cuya madera es muy estimada
carabela,f. Antigua embarcación de vela de poco tonelaje y escaso calado con una sola cubierta y dos o tres palos
cardo,m. Planta anual de la familia de las compuestas que alcanza un metro de altura de hojas grandes y espinosas como las de la alcachofa flores azules en cabezuela y pencas que se comen crudas o cocidas después de aporcada la planta para que resulten más blancas tiernas y sabrosas
catar,tr. Probar gustar algo para examinar su sabor o sazón
catéter,m. Med. Sonda que se introduce por cualquier conducto del organismo natural o artificial para explorarlo o dilatarlo o para servir de guía y vehículo a otros instrumentos
celeste,adj. Perteneciente o relativo al cielo
cenicero,m. Recipiente donde se dejan la ceniza y residuos del cigarro
cereal,adj. Perteneciente o relativo a los cereales.
cerebro,m. Uno de los centros nerviosos constitutivos del encéfalo existente en todos los vertebrados y situado en la parte anterior y superior de la cavidad craneal
certeza,f. Conocimiento seguro y claro de algo
cerveza,f. Bebida alcohólica hecha con granos germinados de cebada u otros cereales fermentados en agua y aromatizada con lúpulo boj casia etc.
cielo,m. Esfera aparente azul y diáfana que rodea la Tierra
cimarrón,adj. Dicho de un animal doméstico Que huye al campo y se hace montaraz
cinco,adj. Cuatro más uno U. t. c. pron. —¿
cinismo,m. Desvergüenza en el mentir o en la defensa y práctica de acciones o doctrinas vituperables
cinta,f. Tira de tela u otro material de propiedades semejantes que sirve para atar ceñir o adornar
cinturón,m. Tira especialmente de cuero y en general provista de una hebilla que se usa para sujetar o ceñir a la cintura una prenda de vestir
circo,m. Edificio o recinto cubierto por una carpa con gradería para los espectadores que tiene en medio una o varias pistas donde actúan malabaristas payasos equilibristas animales amaestrados etc.
circonio,m. Elemento químico metálico de núm. atóm. de color negro o gris acerado refractario mal conductor de la electricidad y de gran resistencia mecánica y a la corrosión no muy abundante en la corteza terrestre donde se encuentra casi siempre en forma de silicato en el circón y que se usa en lámparas de incandescencia y tubos de vacío así como en las industrias cerámica química aeronáutica y nuclear Símb.
circuito,m. Terreno comprendido dentro de un perímetro cualquiera
cizaña,f. Planta anual de la familia de las gramíneas cuyas cañas crecen hasta más de m, con hojas estrechas de cm de largo y flores en espigas terminales comprimidas con aristas agudas Se cría espontáneamente en los sembrados y la harina de su semilla es venenosa
comida,f. Lo que se come y bebe para nutrirse
constelación,f. Conjunto de estrellas que mediante trazos imaginarios forman un dibujo que evoca una figura determinada
continente,adj. Que contiene
corazón,m. Órgano de naturaleza muscular común a todos los vertebrados y a muchos invertebrados que actúa como impulsor de la sangre y que en el ser humano está situado en la cavidad torácica
corcho,m. Tejido vegetal constituido por células en las que la celulosa de su membrana ha sufrido una transformación química y ha quedado convertida en suberina Se encuentra en la zona periférica del tronco de las ramas y de las raíces generalmente en forma de láminas delgadas pero puede alcanzar un desarrollo extraordinario hasta formar capas de varios centímetros de espesor como en la corteza del alcornoque
corolario,m. Proposición que no necesita prueba particular y se deduce con facilidad de lo demostrado previamente
corona,f. Aro hecho de flores de ramas o de metal que ciñe la cabeza y se usa como adorno insignia honorífica o símbolo de dignidad o realeza
corromper,tr. Alterar y trastrocar la forma de algo U. t. c. prnl.
cortar,tr. Dividir algo o separar sus partes con algún instrumento cortante
cuello,m. Parte del cuerpo que une la cabeza con el tronco
cumbia,f. Danza popular de y una de cuyas figuras se caracteriza por llevar los danzantes una vela encendida en la mano
cumbre,f. Cima o parte superior de un monte
curda,adj. coloq. ebrio embriagado por la bebida U. t. c. s.
curiosidad,f. Cualidad de curioso
curso,m. Dirección o carrera
custodia,f. Acción y efecto de custodiar
célebre,adj. famoso conocido y admirado por su excelencia
césped,m. Hierba menuda y tupida que cubre el suelo
damasco,m. Tela fuerte de seda o lana y con dibujos formados por el tejido
danza,f. baile acción de bailar
deambular,intr. Andar caminar sin dirección determinada
debate,m. controversia discusión
decente,adj. Honesto justo debido
decisión,f. Determinación resolución que se toma o se da en una cosa dudosa
declarar,tr. Manifestar hacer público
decretar,tr. Dicho de la persona que tiene autoridad o facultades para Resolver decidir
dedicar,tr. Destinar algo a un fin determinado
degradar,tr. Privar a alguien de las dignidades honores empleos y privilegios que tiene
dejadez,f. Pereza negligencia abandono de sí mismo o de las cosas propias
delicia,f. Placer muy intenso del ánimo
delito,m. Culpa quebrantamiento de la ley
densidad,f. Cualidad de denso
desanimar,tr. desalentar quitar el ánimo U. t. c. prnl.
diabetes,f. Enfermedad metabólica caracterizada por eliminación excesiva de orina adelgazamiento sed intensa y otros trastornos generales
dialecto,m. Variedad de un idioma que no alcanza la categoría social de lengua
diametral,adj. Perteneciente o relativo al diámetro
dictaminar,intr. Dar dictamen
diferenciar,tr. Hacer distinción conocer la diversidad de las cosas
difícil,adj. Que presenta obstáculos impedimentos
dignidad,f. Cualidad de digno
dilema,m. Situación en la que es necesario elegir entre dos opciones igualmente buenas o malas
dilucidar,tr. Aclarar y explicar un asunto especialmente si es confuso o controvertido para su posible resolución
dimensión,f. Magnitud medible en un espacio
dinastía,f. Serie de príncipes soberanos pertenecientes a una familia
dinero,m. Moneda corriente
disciplina,f. Doctrina instrucción de una persona especialmente en lo moral
discreción,f. Sensatez para formar juicio y tacto para hablar u obrar
disentir,intr. No ajustarse al sentir o parecer de alguien
disminuir,tr. Hacer menor la extensión la intensidad o el número de algo U. t. c. intr. y c. prnl.
disparo,m. Acción y efecto de disparar o dispararse
doble,adj. Dos veces mayor o que contiene una cantidad dos veces exactamente   U. t. c. s. m.
docilidad,f. Cualidad de dócil
documento,m. Diploma carta relación u otro escrito que ilustra acerca de algún hecho principalmente de los históricos
dogma,m. Proposición tenida por cierta y como principio innegable
dolor,m. Sensación molesta y aflictiva de una parte del cuerpo por causa interior o exterior
donde,adv. relat. En el que en el cual o en que U. con antecedente referido a lugares
dualidad,f. Existencia de dos caracteres o fenómenos distintos en una misma persona o en un mismo estado de cosas
duración,f. Acción y efecto de durar
durazno,m. duraznero variedad de melocotonero
dureza,f. Cualidad de duro
dédalo,m. laberinto cosa confusa y enredada
eclipse,m. Astron. Ocultación transitoria total o parcial de un astro por interposición de otro cuerpo celeste
ecografía,f. Técnica empleada en medicina y que permite la exploración del interior del cuerpo mediante ultrasonidos
ecología,f. Ciencia que estudia los seres vivos como habitantes de un medio y las relaciones que mantienen entre sí y con el propio medio
ecosistema,m. Ecol. Sistema ecológico constituido por un medio y los seres vivos que habitan en él así como por sus relaciones mutuas
educar,tr. Dirigir encaminar doctrinar
eficaz,adj. Que tiene eficacia
egoísmo,m. Inmoderado y excesivo amor a sí mismo que hace atender desmedidamente al propio interés sin cuidarse del de los demás
ejecutar,tr. Poner por obra algo
ejemplo,m. Caso o hecho sucedido en otro tiempo que se propone o bien para que se imite y siga si es bueno y honesto o para que se evite si es malo
ejercicio,m. Acción de ejercitar o ejercitarse
ejército,m. Conjunto de fuerzas aéreas o terrestres de una nación
elegancia,f. Cualidad de elegante
elegir,tr. Escoger o preferir a alguien o algo para un fin
eliminar,tr. Quitar o separar algo prescindir de
eludir,tr. Evitar con astucia una dificultad o una obligación
embarazo,m. Impedimento dificultad obstáculo
embestir,tr. Ir con ímpetu sobre alguien o sobre algo  U. t. c. intr.  U. t. en sent. fig.
embudo,m. Instrumento hueco ancho por arriba y estrecho por abajo en forma de cono y rematado en un canuto que sirve para trasvasar líquidos
emitir,tr. Arrojar exhalar o echar hacia fuera algo
empezar,tr. Dar principio a algo
empleo,m. Acción de emplear
empobrecer,tr. Hacer que alguien venga al estado de pobreza
emprender,tr. Acometer y comenzar una obra un negocio un empeño especialmente si encierran dificultad o peligro
encender,tr. Iniciar la combustión de algo U. t. c. prnl.
enchufe,m. Acción y efecto de enchufar
encoger,tr. Retirar contrayendo algo especialmente el cuerpo o sus miembros U. t. c. prnl.
encuesta,f. Conjunto de preguntas tipificadas dirigidas a una muestra representativa de grupos sociales para averiguar estados de opinión o conocer otras cuestiones que les afectan
endurecer,tr. Poner duro algo U. t. c. prnl.
enfadar,tr. Causar enfado U. t. c. prnl.
enfrentamiento,m. Acción y efecto de enfrentar
enfriar,tr. Poner o hacer que se ponga frío algo U. t. c. intr. y c. prnl.
enfurecer,tr. Irritar a alguien ponerlo furioso U. t. c. prnl.
engaño,m. Acción y efecto de engañar
enigma,m. Enunciado de sentido artificiosamente encubierto para que sea difícil de entender o interpretar
enjambre,m. Multitud de abejas con su maestra que juntas salen de una colmena para formar otra colonia
enloquecer,tr. Hacer perder el juicio a alguien U. t. en sent. fig.
enojo,m. Movimiento del ánimo que suscita ira contra alguien
enorme,adj. Mucho más grande de lo normal
enriquecer,tr. Hacer rica a una persona comarca nación fábrica industria u otra cosa U. m. c. prnl.
ensayar,tr. Probar reconocer algo antes de usarlo
enseñar,tr. Instruir doctrinar amaestrar con reglas o preceptos
entorpecer,tr. Poner torpe U. t. c. prnl.
entrar,intr. Ir o pasar de fuera adentro U. t. c. prnl. U. t. en sent. fig.
entraña,f. Cada uno de los órganos contenidos en las principales cavidades del cuerpo humano y de los animales
entrevista,f. Acción y efecto de entrevistar o entrevistarse
entristecer,tr. Causar tristeza a alguien U. t. c. intr.
entrometer,tr. entremeter. U. t. c. prnl.
entusiasta,adj. Que siente entusiasmo por alguien o algo U. t. c. s.
envase,m. Acción y efecto de envasar
envejecer,tr. Hacer viejo a alguien o algo
enviar,tr. Encomendar a alguien que vaya a alguna parte
envidia,f. Tristeza o pesar del bien ajeno
envolver,tr. Cubrir un objeto parcial o totalmente ciñéndolo de tela papel u otra cosa análoga
epidemia,f. Enfermedad que se propaga durante algún tiempo en una zona y afecta simultáneamente a gran número de personas
equivalente,adj. Dicho de una persona o de una cosa Que equivale a otra U. t. c. s. m.
error,m. Concepto equivocado o juicio falso
escabullir,intr. p. us. Salir de un encierro de una enfermedad o de un peligro
esclarecer,tr. Iluminar algo ponerlo claro y luciente
escoba,f. Utensilio compuesto por un haz de ramas flexibles o de filamentos de otro material sujetos normalmente al extremo de un palo o de un mango largo que sirve para limpiar el suelo
escoger,tr. Tomar o elegir una o más cosas o personas entre otras U. t. c. intr.
escopeta,f. Arma de fuego portátil con uno o dos cañones que dispara cartuchos o perdigones y suele utilizarse para cazar
escribir,tr. Representar las palabras o las ideas con letras u otros signos trazados en papel u otra superficie U. t. c. intr.
escuchar,tr. Prestar atención a lo que se oye
escuela,f. Establecimiento público donde se da a los niños la instrucción primaria
escultura,f. Arte de modelar tallar o esculpir en algunos materiales figuras en tres dimensiones
esfera,f. Geom. Superficie curva formada por los puntos que equidistan de otro interior llamado centro
esmeralda,f. Gema transparente muy apreciada variedad del berilo teñida de verde por el óxido de cromo
espacial,adj. Perteneciente o relativo al espacio
espejo,m. Tabla de cristal azogado por la parte posterior y también de acero u otro material bruñido para que se reflejen en él los objetos que tenga delante
espinaca,f. Planta hortense comestible anual de la familia de las quenopodiáceas con tallo ramoso hojas radicales estrechas agudas y suaves con pecíolos rojizos flores dioicas sin corola y semillas redondas o con cuernecillos según las variedades
estable,adj. Que se mantiene sin peligro de cambiar caer o desaparecer
estaca,f. Palo afilado en un extremo para clavarlo
estatal,adj. Perteneciente o relativo al Estado
estima,f. Consideración y aprecio que se hace de alguien o algo por su calidad y circunstancias
estremecer,tr. Hacer temblar algo
estándar,adj. Que sirve como tipo modelo norma patrón o referencia
etapa,f. Trecho de camino de un recorrido determinado
etiqueta,f. Ceremonial de los estilos usos y costumbres que se debe guardar en actos públicos solemnes
eucalipto,m. Árbol originario de de la familia de las mirtáceas que puede llegar hasta m de altura con tronco derecho y copa cónica hojas persistentes olorosas glaucas coriáceas lanceoladas y colgantes flores amarillas axilares y fruto capsular de tres a cuatro celdas con muchas semillas El cocimiento de las hojas es febrífugo la corteza da un buen curtiente y la madera sirve para la construcción y carretería aunque es de fibra torcida El árbol es de gran utilidad para sanear terrenos pantanosos
evadir,tr. Evitar un daño o peligro U. t. c. prnl.
evaluación,f. Acción y efecto de evaluar
excluir,tr. Quitar a alguien o algo del lugar que ocupaba o prescindir de él o de
exhibir,tr. Manifestar mostrar en público U. t. c. prnl.
exigir,tr. Pedir imperiosamente algo a lo que se tiene derecho
existir,intr. Dicho de una cosa Ser real y verdadera
explicación,f. Declaración o exposición de cualquier materia doctrina o texto con palabras claras o ejemplos para que se haga más perceptible
exprimir,tr. Extraer el zumo o líquido de una cosa apretándola o retorciéndola
extender,tr. Hacer que algo ocupe un espacio mayor que el que antes ocupaba U. t. c. prnl.
extinguir,tr. Hacer que cese el fuego o la luz U. t. c. prnl.
extrañar,tr. Sentir la novedad de algo echando de menos lo que resulta habitual
exuberante,adj. Muy abundante y copioso
factible,adj. Que se puede hacer
factura,f. Cuenta en que se detallan con su precio los artículos vendidos o los servicios realizados y que se entrega al cliente para exigir su pago
falaz,adj. Embustero falso
fallecer,intr. morir llegar al término de la vida
falsificar,tr. Falsear o adulterar algo
familiar,adj. Perteneciente o relativo a la familia
fanatizar,tr. Provocar o causar fanatismo
fantasear,tr. Imaginar algo con la fantasía
fascinante,adj. Sumamente atractivo
fastidiar,tr. Enfadar disgustar o ser molesto a alguien
fatal,adj. inevitable.
favorable,adj. Que favorece
fealdad,f. Cualidad de feo
febril,adj. Perteneciente o relativo a la fiebre
federación,f. Acción de federar o federarse
felicidad,f. Estado de grata satisfacción espiritual y física
felicitar,tr. Manifestar a alguien la satisfacción que se experimenta con motivo de algún suceso fausto para él U. t. c. prnl.
feminista,adj. Perteneciente o relativo al feminismo
fenomenal,adj. Perteneciente o relativo al fenómeno
feroz,adj. Dicho de un animal Fiero agresivo
festejar,tr. Celebrar algo con una fiesta u otra manifestación de alegría o agrado
fibra,f. Cada uno de los filamentos que entran en la composición de los tejidos orgánicos vegetales o animales
ficción,f. Acción y efecto de fingir
fiebre,f. Fenómeno patológico que se manifiesta por elevación de la temperatura normal del cuerpo y mayor frecuencia del pulso y la respiración U. t. en pl. para designar ciertas enfermedades infecciosas que cursan con aumento de temperatura
figura,f. Forma exterior de alguien o de algo
filmoteca,f. Lugar donde se conservan los filmes para su estudio y exhibición
filtrar,tr. Hacer pasar algo por un filtro
final,adj. Que termina o cierra
fingir,tr. Dar a entender algo que no es cierto U. t. c. prnl.
finitud,f. Cualidad de finito
firmar,tr. Dicho de una persona Poner su firma
firme,adj. Estable fuerte que no se mueve ni vacila
fisurar,tr. Arg., Chile  Producir una fisura U. t. c. prnl.
flamear,tr. Rociar un alimento con un licor y prenderle fuego U. t. c. prnl.
flaquear,intr. Debilitarse ir perdiendo fuerza
flexionar,tr. Hacer flexiones
florecer,intr. Echar flor U. t. c. tr.
flota,f. Conjunto de barcos mercantes de un país de una compañía de navegación o de una línea marítima
fluctuar,intr. Dicho de un cuerpo Vacilar sobre las aguas por el movimiento agitado de ellas
folclore,m. Conjunto de costumbres creencias artesanías canciones y otras cosas semejantes de carácter tradicional y popular
formalizar,tr. Dar estructura formal a una proposición o a un discurso
formidable,adj. Muy temible y que infunde asombro y miedo
forrar,tr. Poner forro a algo
forzar,tr. Hacer fuerza o violencia física para conseguir algo que habitualmente no debe ser conseguido por la fuerza
fotocopiar,tr. Reproducir algo mediante fotocopias
fotografía,f. Procedimiento o técnica que permite obtener imágenes fijas de la realidad mediante la acción de la luz sobre una superficie sensible o sobre un sensor
fracasar,intr. Dicho de una pretensión o de un proyecto frustrarse malograrse
fraccionar,tr. Dividir algo en partes o fracciones U. t. c. prnl.
fractura,f. Acción y efecto de fracturar
fragmentar,tr. Reducir a fragmentos U. t. c. prnl.
frambuesa,f. Fruto del frambueso semejante a la zarzamora algo velloso de olor fragante y suave y sabor agridulce muy agradable
frasco,m. Vaso de cuello recogido hecho de vidrio u otra materia que sirve para contener líquidos sustancias en polvo comprimidos etc.
frase,f. Conjunto de palabras que constituyen un enunciado
frecuente,adj. Repetido a menudo
fregar,tr. Restregar con fuerza una cosa con otra
frenar,tr. Moderar o parar con el freno el movimiento de una máquina o de un carruaje
freír,tr. Hacer que un alimento crudo llegue a estar en disposición de poderse comer teniéndolo el tiempo necesario en aceite o grasa hirviendo U. t. c. intr. y c. prnl.
frivolidad,f. Cualidad de frívolo
frotar,tr. Pasar muchas veces algo sobre otra cosa con más o menos fuerza U. t. c. prnl.
fruncir,tr. Arrugar la frente y las cejas en señal de desabrimiento o de ira
frustración,f. Acción y efecto de frustrar
frágil,adj. Quebradizo y que con facilidad se hace pedazos
fuente,f. Manantial de agua que brota de la tierra
fuerte,adj. Que tiene gran resistencia
función,f. Capacidad de actuar propia de los seres vivos y de sus órganos y de las máquinas o instrumentos
fundamental,adj. Que sirve de fundamento o es lo principal en algo
fundar,tr. Edificar materialmente una ciudad un colegio un hospital etc.
fundir,tr. Derretir y licuar los metales los minerales u otros cuerpos sólidos U. t. c. intr. y c. prnl.
funeral,adj. Perteneciente o relativo al entierro y a las exequias
fusilar,tr. Ejecutar a alguien con una descarga de fusilería
fusionar,tr. Producir una fusión U. t. c. prnl.
fábrica,f. Establecimiento dotado de la maquinaria herramienta e instalaciones necesarias para la fabricación de ciertos objetos obtención de determinados productos o transformación industrial de una fuente de energía
fábula,f. Breve relato ficticio en prosa o verso con intención didáctica o crítica frecuentemente manifestada en una moraleja final y en el que pueden intervenir personas animales y otros seres animados o inanimados
fácil,adj. Que no requiere gran esfuerzo habilidad o capacidad
fémur,m. Hueso que forma el esqueleto del muslo que se articula por arriba con el hueso ilíaco y por abajo con la tibia y la rótula
fértil,adj. Dicho especialmente de la tierra Que produce mucho
fútbol,m. Juego entre dos equipos de once jugadores cada uno cuyo objetivo es hacer entrar en la portería contraria un balón que no puede ser tocado con las manos ni con los brazos salvo por el portero en su área de meta
gabardina,f. Tela resistente de tejido diagonal
gaita,f. Instrumento musical de viento parecido a una flauta o chirimía de unos cm de largo
galardón,m. Premio o recompensa de los méritos o servicios
galope,m. Marcha rápida de una caballería más veloz que el trote que consiste en avanzar saltando y manteniendo en algún momento las cuatro patas en el aire
galán,adj. galano.
gambetear,intr. Hacer gambetas
gamuza,f. Antílope del tamaño de una cabra grande con astas lisas y rectas terminadas a manera de anzuelo y capa oscura que vive en los y los
ganado,m. Conjunto de bestias que se apacientan y andan juntas
ganancia,f. Acción y efecto de ganar
garabatear,intr. Echar los garabatos para agarrar o asir algo y sacarlo de donde está metido
garaje,m. Local destinado a guardar automóviles
garantizar,tr. Dar garantía
gasto,m. Acción de gastar
gastronomía,f. Arte de preparar una buena comida
gatear,intr. Andar a gatas
gatillo,m. Pieza del disparador de un arma que se aprieta con el dedo para hacerlo funcionar
gemir,intr. Dicho de una persona Emitir sonidos que expresan dolor pena o placer sexual
general,adj. Común a todos los individuos que constituyen un todo o a muchos objetos aunque sean de naturaleza diferente
generar,tr. Producir causar algo
generosidad,f. Cualidad de generoso
genital,adj. Que sirve para la generación
gentileza,f. Gallardía garbo y bizarría
gerencia,f. Cargo de gerente
germinación,f. Acción de germinar
gestación,f. Acción y efecto de gestar o gestarse
gestión,f. Acción y efecto de gestionar
gimotear,intr. despect. Gemir con insistencia y con poca fuerza por causa leve
glacial,adj. De temperatura muy fría U. t. en sent. fig.
glamour,m. glamur.
glasear,tr. Dar brillo a la superficie de algo
gloria,f. Reputación fama y honor extraordinarios que resultan de las buenas acciones y grandes cualidades de una persona
glosar,tr. Hacer o poner glosas en algo o sobre algo
gobernar,tr. Mandar con autoridad o regir algo U. t. c. intr.
golpe,m. Acción de dar con violencia un cuerpo contra otro
golpista,adj. Perteneciente o relativo al golpe de Estado
gotear,intr. impers. Caer gotas pequeñas de lluvia
gozar,tr. Sentir placer o alegría a causa de algo
grabar,tr. Señalar con incisión o abrir y labrar en hueco o en relieve sobre una superficie un letrero una figura o una representación de cualquier objeto
gradual,adj. Que está por grados o va de grado en grado
granate,m. Piedra fina compuesta de silicato doble de alúmina y de hierro u otros óxidos metálicos Su color varía desde el de los granos de granada al rojo negro verde amarillo violáceo y anaranjado
grandilocuencia,f. Elocuencia elevada o pomposa
granizo,m. Agua congelada que desciende con violencia de las nubes en granos más o menos duros y gruesos pero no en copos como la nieve
granjear,tr. Captar atraer conseguir
gratificación,f. Recompensa pecuniaria de un servicio eventual
gratitud,f. Sentimiento que obliga a una persona a estimar el beneficio o favor que otra le ha hecho o ha querido hacer y a corresponderle de alguna manera
gravar,tr. Cargar pesar sobre alguien o algo
grave,adj. Dicho de una cosa Que pesa U. t. c. s. m.
gravitar,intr. Dicho de un cuerpo Moverse alrededor de otro por la atracción gravitatoria
graznido,m. Grito de algunas aves como el cuervo el grajo el ganso etc.
grito,m. Voz muy esforzada y levantada
grupal,adj. Perteneciente o relativo al grupo
gruñido,m. Voz del cerdo
grácil,adj. Sutil delgado o menudo
guadaña,f. Instrumento para segar a ras de tierra constituido por una cuchilla alargada curva y puntiaguda sujeta a un mango largo que se maneja con las dos manos
guante,m. Prenda para cubrir la mano que se hace por lo común de piel tela o tejido de punto y tiene una funda para cada dedo
guardar,tr. Tener cuidado de algo o de alguien vigilarlo y defenderlo
guarecer,tr. Acoger a alguien ponerlo a cubierto de persecuciones o de ataques preservarlo de algún mal
guerra,f. Desavenencia y rompimiento de la paz entre dos o más potencias
guillotina,f. Máquina inventada en para decapitar a los reos de muerte
guiso,m. Comida guisada
guiñar,tr. Cerrar un ojo momentáneamente quedando el otro abierto a veces con disimulo por vía de señal o advertencia
gustar,tr. Sentir y percibir el sabor de las cosas
habilidad,f. Capacidad y disposición para algo
habilitar,tr. Hacer a alguien o algo hábil apto o capaz para una cosa determinada
habitación,f. Acción y efecto de habitar
